Дата,Средняя температура,Город
03.12.2015,12.9,London
04.12.2015,11.1,London
05.12.2015,12.7,London
06.12.2015,13.5,London
07.12.2015,13.3,London
08.12.2015,12.4,London
09.12.2015,9.5,London
10.12.2015,11.6,London
11.12.2015,10.1,London
12.12.2015,10.7,London
13.12.2015,8.6,London
14.12.2015,9.2,London
15.12.2015,11.2,London
16.12.2015,14.4,London
17.12.2015,14.4,London
18.12.2015,13.0,London
19.12.2015,15.3,London
20.12.2015,12.9,London
21.12.2015,10.7,London
22.12.2015,14.2,London
23.12.2015,11.3,London
24.12.2015,11.0,London
25.12.2015,11.1,London
26.12.2015,14.8,London
27.12.2015,14.4,London
28.12.2015,11.6,London
29.12.2015,11.8,London
30.12.2015,12.7,London
01.01.2016,6.4,London
02.01.2016,10.4,London
03.01.2016,8.7,London
04.01.2016,8.8,London
05.01.2016,9.0,London
06.01.2016,7.0,London
07.01.2016,8.1,London
08.01.2016,7.2,London
09.01.2016,9.8,London
10.01.2016,7.3,London
11.01.2016,7.1,London
12.01.2016,6.1,London
13.01.2016,5.8,London
14.01.2016,4.6,London
15.01.2016,4.1,London
16.01.2016,3.2,London
17.01.2016,2.9,London
18.01.2016,3.0,London
19.01.2016,1.3,London
20.01.2016,1.4,London
21.01.2016,3.6,London
22.01.2016,8.0,London
23.01.2016,8.7,London
24.01.2016,12.3,London
25.01.2016,12.3,London
26.01.2016,10.2,London
27.01.2016,12.1,London
28.01.2016,7.8,London
29.01.2016,11.7,London
30.01.2016,8.6,London
31.01.2016,9.8,London
01.02.2016,12.9,London
02.02.2016,9.1,London
03.02.2016,6.2,London
04.02.2016,10.2,London
05.02.2016,10.9,London
06.02.2016,11.2,London
07.02.2016,8.3,London
08.02.2016,8.8,London
09.02.2016,6.3,London
10.02.2016,6.7,London
11.02.2016,5.2,London
12.02.2016,4.8,London
13.02.2016,4.2,London
14.02.2016,4.6,London
15.02.2016,3.0,London
16.02.2016,3.6,London
17.02.2016,4.8,London
18.02.2016,4.9,London
19.02.2016,6.0,London
20.02.2016,11.0,London
21.02.2016,13.1,London
22.02.2016,9.2,London
23.02.2016,6.5,London
24.02.2016,3.8,London
25.02.2016,3.1,London
26.02.2016,3.8,London
27.02.2016,4.8,London
28.02.2016,5.0,London
29.02.2016,5.4,London
01.03.2016,9.2,London
02.03.2016,6.3,London
03.03.2016,7.1,London
04.03.2016,6.2,London
05.03.2016,3.7,London
06.03.2016,4.3,London
07.03.2016,4.7,London
08.03.2016,5.3,London
09.03.2016,8.1,London
10.03.2016,6.8,London
11.03.2016,5.1,London
12.03.2016,7.0,London
13.03.2016,5.4,London
14.03.2016,6.8,London
15.03.2016,6.3,London
16.03.2016,7.3,London
17.03.2016,6.4,London
18.03.2016,5.6,London
19.03.2016,7.3,London
20.03.2016,7.8,London
21.03.2016,8.9,London
22.03.2016,8.6,London
23.03.2016,9.3,London
24.03.2016,9.1,London
25.03.2016,10.7,London
26.03.2016,10.7,London
27.03.2016,9.7,London
28.03.2016,8.7,London
29.03.2016,8.5,London
30.03.2016,9.3,London
31.03.2016,8.9,London
01.04.2016,8.6,London
02.04.2016,10.7,London
03.04.2016,11.6,London
04.04.2016,11.1,London
05.04.2016,11.4,London
06.04.2016,9.6,London
07.04.2016,7.8,London
08.04.2016,9.4,London
09.04.2016,8.9,London
10.04.2016,8.2,London
11.04.2016,11.8,London
12.04.2016,12.2,London
13.04.2016,12.6,London
14.04.2016,13.1,London
15.04.2016,10.6,London
16.04.2016,7.0,London
17.04.2016,7.6,London
18.04.2016,9.6,London
19.04.2016,11.2,London
20.04.2016,9.1,London
21.04.2016,10.7,London
22.04.2016,9.1,London
23.04.2016,7.7,London
24.04.2016,7.3,London
25.04.2016,7.9,London
26.04.2016,6.3,London
27.04.2016,6.6,London
28.04.2016,8.1,London
29.04.2016,8.7,London
30.04.2016,9.1,London
01.05.2016,11.1,London
02.05.2016,12.7,London
03.05.2016,11.7,London
04.05.2016,13.2,London
05.05.2016,14.1,London
06.05.2016,15.1,London
07.05.2016,17.6,London
08.05.2016,19.3,London
09.05.2016,17.7,London
10.05.2016,15.8,London
11.05.2016,16.0,London
12.05.2016,17.7,London
13.05.2016,13.3,London
14.05.2016,10.3,London
15.05.2016,12.1,London
16.05.2016,14.2,London
17.05.2016,14.5,London
18.05.2016,12.9,London
19.05.2016,14.1,London
20.05.2016,15.9,London
21.05.2016,16.0,London
22.05.2016,15.2,London
23.05.2016,15.1,London
24.05.2016,12.8,London
25.05.2016,11.1,London
26.05.2016,14.3,London
27.05.2016,15.2,London
28.05.2016,14.4,London
29.05.2016,13.8,London
30.05.2016,14.4,London
31.05.2016,12.5,London
01.06.2016,12.8,London
02.06.2016,11.3,London
03.06.2016,11.3,London
04.06.2016,15.2,London
05.06.2016,16.4,London
06.06.2016,15.8,London
07.06.2016,17.6,London
08.06.2016,18.4,London
09.06.2016,15.6,London
10.06.2016,17.7,London
11.06.2016,18.2,London
12.06.2016,17.2,London
13.06.2016,16.6,London
14.06.2016,16.1,London
15.06.2016,16.6,London
16.06.2016,16.1,London
17.06.2016,15.5,London
18.06.2016,14.9,London
19.06.2016,16.9,London
20.06.2016,18.1,London
21.06.2016,18.8,London
22.06.2016,19.2,London
23.06.2016,19.9,London
24.06.2016,18.1,London
25.06.2016,16.3,London
26.06.2016,16.6,London
27.06.2016,18.1,London
28.06.2016,16.6,London
29.06.2016,15.4,London
30.06.2016,17.3,London
01.07.2016,16.7,London
02.07.2016,15.6,London
03.07.2016,16.9,London
04.07.2016,17.4,London
05.07.2016,17.9,London
06.07.2016,17.7,London
07.07.2016,19.2,London
08.07.2016,19.7,London
09.07.2016,20.1,London
10.07.2016,19.4,London
11.07.2016,18.1,London
12.07.2016,15.7,London
13.07.2016,15.5,London
14.07.2016,17.2,London
15.07.2016,17.4,London
16.07.2016,21.7,London
17.07.2016,23.1,London
18.07.2016,23.4,London
19.07.2016,24.6,London
20.07.2016,24.9,London
21.07.2016,20.8,London
22.07.2016,21.1,London
23.07.2016,22.1,London
24.07.2016,20.8,London
25.07.2016,20.5,London
26.07.2016,19.8,London
27.07.2016,20.5,London
28.07.2016,19.1,London
29.07.2016,19.9,London
30.07.2016,19.6,London
31.07.2016,18.8,London
01.08.2016,16.7,London
02.08.2016,18.8,London
03.08.2016,20.6,London
04.08.2016,19.3,London
05.08.2016,19.6,London
06.08.2016,20.6,London
07.08.2016,21.7,London
08.08.2016,18.3,London
09.08.2016,16.8,London
10.08.2016,16.2,London
11.08.2016,19.1,London
12.08.2016,21.1,London
13.08.2016,20.4,London
14.08.2016,19.3,London
15.08.2016,18.2,London
16.08.2016,17.9,London
17.08.2016,19.2,London
18.08.2016,19.4,London
19.08.2016,17.8,London
20.08.2016,17.9,London
21.08.2016,18.7,London
22.08.2016,20.8,London
23.08.2016,23.1,London
24.08.2016,25.4,London
25.08.2016,24.0,London
26.08.2016,23.2,London
27.08.2016,21.1,London
28.08.2016,19.8,London
29.08.2016,19.6,London
30.08.2016,20.8,London
31.08.2016,19.8,London
01.09.2016,19.3,London
02.09.2016,18.1,London
03.09.2016,17.9,London
04.09.2016,18.9,London
05.09.2016,19.1,London
06.09.2016,22.1,London
07.09.2016,22.6,London
08.09.2016,20.1,London
09.09.2016,19.5,London
10.09.2016,19.2,London
11.09.2016,16.8,London
12.09.2016,20.5,London
13.09.2016,24.7,London
14.09.2016,23.4,London
15.09.2016,22.6,London
16.09.2016,17.2,London
17.09.2016,15.4,London
18.09.2016,17.1,London
19.09.2016,18.1,London
20.09.2016,16.8,London
21.09.2016,18.2,London
22.09.2016,17.4,London
23.09.2016,15.7,London
24.09.2016,18.8,London
25.09.2016,17.6,London
26.09.2016,15.3,London
27.09.2016,17.1,London
28.09.2016,17.9,London
29.09.2016,17.4,London
30.09.2016,15.4,London
01.10.2016,13.0,London
02.10.2016,13.2,London
03.10.2016,13.2,London
04.10.2016,14.8,London
05.10.2016,14.2,London
06.10.2016,13.3,London
07.10.2016,13.9,London
08.10.2016,13.9,London
09.10.2016,12.1,London
10.10.2016,10.4,London
11.10.2016,10.9,London
12.10.2016,12.6,London
13.10.2016,11.3,London
14.10.2016,11.9,London
15.10.2016,13.3,London
16.10.2016,13.9,London
17.10.2016,14.2,London
18.10.2016,12.2,London
19.10.2016,11.9,London
20.10.2016,11.9,London
21.10.2016,11.1,London
22.10.2016,10.6,London
23.10.2016,10.3,London
24.10.2016,11.7,London
25.10.2016,11.9,London
26.10.2016,13.4,London
27.10.2016,12.9,London
28.10.2016,14.7,London
29.10.2016,14.2,London
30.10.2016,11.2,London
31.10.2016,12.7,London
01.11.2016,10.4,London
02.11.2016,8.1,London
03.11.2016,7.8,London
04.11.2016,9.5,London
05.11.2016,7.1,London
06.11.2016,5.7,London
07.11.2016,6.9,London
08.11.2016,4.7,London
09.11.2016,7.6,London
10.11.2016,8.1,London
12.11.2016,9.3,London
13.11.2016,8.8,London
14.11.2016,10.6,London
15.11.2016,14.2,London
16.11.2016,13.2,London
17.11.2016,10.1,London
18.11.2016,6.4,London
19.11.2016,5.6,London
20.11.2016,7.7,London
21.11.2016,9.8,London
22.11.2016,10.5,London
23.11.2016,9.1,London
24.11.2016,10.2,London
25.11.2016,8.2,London
26.11.2016,6.3,London
27.11.2016,7.4,London
28.11.2016,7.1,London
29.11.2016,3.1,London
30.11.2016,2.8,London
01.12.2016,4.4,London
02.12.2016,6.8,London
03.12.2016,6.6,London
04.12.2016,4.8,London
05.12.2016,3.6,London
06.12.2016,7.1,London
07.12.2016,12.1,London
08.12.2016,12.8,London
09.12.2016,13.2,London
10.12.2016,12.4,London
11.12.2016,8.1,London
12.12.2016,8.2,London
13.12.2016,11.5,London
14.12.2016,10.5,London
15.12.2016,8.9,London
16.12.2016,9.5,London
17.12.2016,7.4,London
18.12.2016,8.2,London
19.12.2016,7.2,London
20.12.2016,6.2,London
21.12.2016,10.2,London
22.12.2016,8.4,London
23.12.2016,9.8,London
24.12.2016,9.0,London
25.12.2016,12.4,London
26.12.2016,8.6,London
27.12.2016,4.2,London
28.12.2016,2.1,London
29.12.2016,3.8,London
30.12.2016,3.0,London
02.01.2017,3.9,London
03.01.2017,3.2,London
04.01.2017,5.7,London
05.01.2017,2.9,London
06.01.2017,4.0,London
07.01.2017,8.9,London
08.01.2017,9.6,London
09.01.2017,9.1,London
10.01.2017,7.4,London
11.01.2017,9.3,London
12.01.2017,5.7,London
13.01.2017,3.9,London
14.01.2017,3.6,London
15.01.2017,6.2,London
16.01.2017,5.3,London
17.01.2017,3.2,London
18.01.2017,1.9,London
19.01.2017,2.9,London
20.01.2017,2.7,London
21.01.2017,1.3,London
22.01.2017,1.1,London
23.01.2017,1.6,London
24.01.2017,5.9,London
25.01.2017,1.6,London
26.01.2017,-0.1,London
27.01.2017,3.3,London
28.01.2017,8.1,London
29.01.2017,7.4,London
30.01.2017,7.8,London
31.01.2017,6.4,London
01.02.2017,10.4,London
02.02.2017,11.3,London
03.02.2017,9.6,London
04.02.2017,6.1,London
05.02.2017,5.2,London
06.02.2017,5.9,London
07.02.2017,7.5,London
08.02.2017,4.4,London
09.02.2017,2.5,London
10.02.2017,2.2,London
11.02.2017,2.2,London
12.02.2017,3.6,London
13.02.2017,6.0,London
14.02.2017,7.3,London
15.02.2017,9.6,London
16.02.2017,9.3,London
17.02.2017,9.9,London
18.02.2017,8.7,London
19.02.2017,9.2,London
20.02.2017,13.1,London
21.02.2017,12.3,London
22.02.2017,12.6,London
23.02.2017,10.5,London
24.02.2017,7.1,London
25.02.2017,9.2,London
26.02.2017,11.1,London
27.02.2017,8.2,London
28.02.2017,5.7,London
01.03.2017,8.0,London
02.03.2017,8.6,London
03.03.2017,9.2,London
04.03.2017,9.6,London
05.03.2017,8.1,London
06.03.2017,8.1,London
07.03.2017,8.4,London
08.03.2017,11.7,London
09.03.2017,13.0,London
10.03.2017,10.1,London
11.03.2017,13.0,London
12.03.2017,11.7,London
13.03.2017,11.7,London
14.03.2017,12.1,London
15.03.2017,13.1,London
16.03.2017,11.7,London
17.03.2017,9.9,London
18.03.2017,13.2,London
19.03.2017,13.7,London
20.03.2017,11.8,London
21.03.2017,8.7,London
22.03.2017,7.9,London
23.03.2017,9.1,London
24.03.2017,9.1,London
25.03.2017,9.6,London
26.03.2017,9.8,London
27.03.2017,9.6,London
28.03.2017,11.7,London
29.03.2017,13.8,London
30.03.2017,17.2,London
31.03.2017,14.7,London
01.04.2017,12.8,London
02.04.2017,12.2,London
03.04.2017,11.9,London
04.04.2017,12.0,London
05.04.2017,10.9,London
06.04.2017,12.6,London
07.04.2017,12.5,London
08.04.2017,13.7,London
09.04.2017,16.8,London
10.04.2017,11.9,London
11.04.2017,11.9,London
12.04.2017,12.3,London
13.04.2017,11.3,London
14.04.2017,12.7,London
15.04.2017,12.3,London
16.04.2017,11.9,London
17.04.2017,10.3,London
18.04.2017,9.1,London
19.04.2017,8.7,London
20.04.2017,11.8,London
21.04.2017,13.2,London
22.04.2017,11.9,London
23.04.2017,11.6,London
24.04.2017,11.0,London
25.04.2017,6.9,London
26.04.2017,6.0,London
27.04.2017,7.8,London
28.04.2017,10.9,London
29.04.2017,12.1,London
30.04.2017,13.6,London
01.05.2017,11.1,London
02.05.2017,12.1,London
03.05.2017,9.9,London
04.05.2017,11.3,London
05.05.2017,11.5,London
06.05.2017,12.2,London
07.05.2017,12.1,London
08.05.2017,10.2,London
09.05.2017,10.1,London
10.05.2017,11.2,London
11.05.2017,13.9,London
12.05.2017,15.4,London
13.05.2017,14.0,London
14.05.2017,16.4,London
15.05.2017,15.5,London
16.05.2017,19.9,London
17.05.2017,16.3,London
18.05.2017,13.2,London
19.05.2017,12.4,London
20.05.2017,13.1,London
21.05.2017,15.3,London
22.05.2017,18.4,London
23.05.2017,18.1,London
24.05.2017,20.5,London
25.05.2017,19.9,London
26.05.2017,19.6,London
27.05.2017,19.4,London
28.05.2017,18.5,London
29.05.2017,18.6,London
30.05.2017,18.4,London
31.05.2017,18.4,London
01.06.2017,20.1,London
02.06.2017,19.4,London
03.06.2017,18.3,London
04.06.2017,15.9,London
05.06.2017,15.4,London
06.06.2017,13.6,London
07.06.2017,15.5,London
08.06.2017,16.8,London
09.06.2017,16.9,London
10.06.2017,19.0,London
11.06.2017,19.2,London
12.06.2017,16.7,London
13.06.2017,18.3,London
14.06.2017,19.9,London
15.06.2017,19.9,London
16.06.2017,19.1,London
17.06.2017,23.6,London
18.06.2017,25.6,London
19.06.2017,25.1,London
20.06.2017,22.8,London
21.06.2017,23.7,London
22.06.2017,22.5,London
23.06.2017,19.7,London
24.06.2017,19.8,London
25.06.2017,18.9,London
26.06.2017,18.3,London
27.06.2017,17.9,London
28.06.2017,15.6,London
29.06.2017,16.1,London
30.06.2017,18.7,London
01.07.2017,18.2,London
02.07.2017,19.6,London
03.07.2017,19.9,London
04.07.2017,20.6,London
05.07.2017,22.0,London
06.07.2017,23.2,London
07.07.2017,24.4,London
08.07.2017,21.8,London
09.07.2017,22.3,London
10.07.2017,21.7,London
11.07.2017,17.3,London
12.07.2017,17.4,London
13.07.2017,18.4,London
14.07.2017,18.4,London
15.07.2017,18.9,London
16.07.2017,21.8,London
17.07.2017,20.6,London
18.07.2017,21.3,London
19.07.2017,20.9,London
20.07.2017,18.7,London
21.07.2017,18.5,London
22.07.2017,15.7,London
23.07.2017,15.8,London
24.07.2017,16.1,London
25.07.2017,18.2,London
26.07.2017,18.7,London
27.07.2017,17.3,London
28.07.2017,17.6,London
29.07.2017,18.2,London
30.07.2017,17.9,London
31.07.2017,18.3,London
01.08.2017,18.3,London
02.08.2017,17.8,London
03.08.2017,19.1,London
