Дата,Средняя температура,Город
2016-10-22,7.3,Amsterdam
2016-10-23,5.7,Amsterdam
2016-10-24,7.6,Amsterdam
2016-10-25,9.2,Amsterdam
2016-10-26,10.1,Amsterdam
2016-10-27,11.9,Amsterdam
2016-10-28,13.4,Amsterdam
2016-10-29,10.1,Amsterdam
2016-10-30,9.3,Amsterdam
2016-10-31,9.6,Amsterdam
2016-11-01,9.3,Amsterdam
2016-11-02,7.6,Amsterdam
2016-11-03,7.3,Amsterdam
2016-11-04,8.0,Amsterdam
2016-11-05,7.6,Amsterdam
2016-11-06,6.8,Amsterdam
2016-11-07,5.2,Amsterdam
2016-11-08,1.7,Amsterdam
2016-11-09,3.2,Amsterdam
2016-11-10,4.2,Amsterdam
2016-11-12,2.2,Amsterdam
2016-11-13,3.8,Amsterdam
2016-11-14,3.4,Amsterdam
2016-11-15,11.1,Amsterdam
2016-11-16,12.1,Amsterdam
2016-11-17,9.2,Amsterdam
2016-11-18,6.4,Amsterdam
2016-11-19,5.7,Amsterdam
2016-11-20,7.6,Amsterdam
2016-11-21,11.4,Amsterdam
2016-11-22,10.4,Amsterdam
2016-11-23,8.4,Amsterdam
2016-11-24,7.1,Amsterdam
2016-11-25,4.7,Amsterdam
2016-11-26,2.2,Amsterdam
2016-11-27,6.9,Amsterdam
2016-11-28,1.2,Amsterdam
2016-11-29,-1.3,Amsterdam
2016-11-30,3.2,Amsterdam
2016-12-01,9.0,Amsterdam
2016-12-02,6.9,Amsterdam
2016-12-03,1.8,Amsterdam
2016-12-04,-0.2,Amsterdam
2016-12-05,-1.0,Amsterdam
2016-12-06,0.8,Amsterdam
2016-12-07,5.9,Amsterdam
2016-12-08,7.7,Amsterdam
2016-12-09,9.6,Amsterdam
2016-12-10,8.1,Amsterdam
2016-12-11,8.7,Amsterdam
2016-12-12,5.6,Amsterdam
2016-12-13,6.6,Amsterdam
2016-12-14,7.5,Amsterdam
2016-12-15,6.6,Amsterdam
2016-12-16,5.4,Amsterdam
2016-12-17,6.6,Amsterdam
2016-12-18,5.9,Amsterdam
2016-12-19,5.2,Amsterdam
2016-12-20,0.2,Amsterdam
2016-12-21,4.0,Amsterdam
2016-12-22,5.6,Amsterdam
2016-12-23,5.8,Amsterdam
2016-12-24,8.7,Amsterdam
2016-12-25,10.5,Amsterdam
2016-12-26,8.4,Amsterdam
2016-12-27,6.7,Amsterdam
2016-12-28,1.2,Amsterdam
2016-12-29,-1.7,Amsterdam
2016-12-30,-0.1,Amsterdam
2017-01-02,3.3,Amsterdam
2017-01-03,5.4,Amsterdam
2017-01-04,6.2,Amsterdam
2017-01-05,0.7,Amsterdam
2017-01-06,-2.5,Amsterdam
2017-01-07,0.7,Amsterdam
2017-01-08,4.3,Amsterdam
2017-01-09,5.2,Amsterdam
2017-01-10,5.8,Amsterdam
2017-01-11,7.2,Amsterdam
2017-01-12,5.4,Amsterdam
2017-01-13,3.4,Amsterdam
2017-01-14,2.7,Amsterdam
2017-01-15,1.0,Amsterdam
2017-01-16,-0.4,Amsterdam
2017-01-17,-3.4,Amsterdam
2017-01-18,-3.4,Amsterdam
2017-01-19,-1.1,Amsterdam
2017-01-20,0.3,Amsterdam
2017-01-21,0.6,Amsterdam
2017-01-22,-1.6,Amsterdam
2017-01-23,-0.2,Amsterdam
2017-01-24,1.3,Amsterdam
2017-01-25,-0.7,Amsterdam
2017-01-26,-2.4,Amsterdam
2017-01-27,0.4,Amsterdam
2017-01-28,5.7,Amsterdam
2017-01-29,4.5,Amsterdam
2017-01-30,5.1,Amsterdam
2017-01-31,4.1,Amsterdam
2017-02-01,3.6,Amsterdam
2017-02-02,8.8,Amsterdam
2017-02-03,8.7,Amsterdam
2017-02-04,5.4,Amsterdam
2017-02-05,4.2,Amsterdam
2017-02-06,4.4,Amsterdam
2017-02-07,2.7,Amsterdam
2017-02-08,0.1,Amsterdam
2017-02-09,-1.2,Amsterdam
2017-02-10,-2.2,Amsterdam
2017-02-11,-0.3,Amsterdam
2017-02-12,0.3,Amsterdam
2017-02-13,1.5,Amsterdam
2017-02-14,3.7,Amsterdam
2017-02-15,6.9,Amsterdam
2017-02-16,6.1,Amsterdam
2017-02-17,7.1,Amsterdam
2017-02-18,4.4,Amsterdam
2017-02-19,6.2,Amsterdam
2017-02-20,9.1,Amsterdam
2017-02-21,9.0,Amsterdam
2017-02-22,9.1,Amsterdam
2017-02-23,7.8,Amsterdam
2017-02-24,4.6,Amsterdam
2017-02-25,5.7,Amsterdam
2017-02-26,8.6,Amsterdam
2017-02-27,8.6,Amsterdam
2017-02-28,4.8,Amsterdam
2017-03-01,6.0,Amsterdam
2017-03-02,6.6,Amsterdam
2017-03-03,5.8,Amsterdam
2017-03-04,8.8,Amsterdam
2017-03-05,6.9,Amsterdam
2017-03-06,5.8,Amsterdam
2017-03-07,6.7,Amsterdam
2017-03-08,6.2,Amsterdam
2017-03-09,7.4,Amsterdam
2017-03-10,6.6,Amsterdam
2017-03-11,7.9,Amsterdam
2017-03-12,8.9,Amsterdam
2017-03-13,6.4,Amsterdam
2017-03-14,8.0,Amsterdam
2017-03-15,9.1,Amsterdam
2017-03-16,9.7,Amsterdam
2017-03-17,8.2,Amsterdam
2017-03-18,9.1,Amsterdam
2017-03-19,11.2,Amsterdam
2017-03-20,10.4,Amsterdam
2017-03-21,7.4,Amsterdam
2017-03-22,7.2,Amsterdam
2017-03-23,8.1,Amsterdam
2017-03-24,8.6,Amsterdam
2017-03-25,8.8,Amsterdam
2017-03-26,8.2,Amsterdam
2017-03-27,10.7,Amsterdam
2017-03-28,11.5,Amsterdam
2017-03-29,12.5,Amsterdam
2017-03-30,15.8,Amsterdam
2017-03-31,14.0,Amsterdam
2017-04-01,10.2,Amsterdam
2017-04-02,10.0,Amsterdam
2017-04-03,9.2,Amsterdam
2017-04-04,9.9,Amsterdam
2017-04-05,8.8,Amsterdam
2017-04-06,7.9,Amsterdam
2017-04-07,10.7,Amsterdam
2017-04-08,10.2,Amsterdam
2017-04-09,12.7,Amsterdam
2017-04-10,9.8,Amsterdam
2017-04-11,9.5,Amsterdam
2017-04-12,9.9,Amsterdam
2017-04-13,9.0,Amsterdam
2017-04-14,9.8,Amsterdam
2017-04-15,9.7,Amsterdam
2017-04-16,7.7,Amsterdam
2017-04-17,6.9,Amsterdam
2017-04-18,6.4,Amsterdam
2017-04-19,5.2,Amsterdam
2017-04-20,7.2,Amsterdam
2017-04-21,11.0,Amsterdam
2017-04-22,7.9,Amsterdam
2017-04-23,7.3,Amsterdam
2017-04-24,9.0,Amsterdam
2017-04-25,6.2,Amsterdam
2017-04-26,5.8,Amsterdam
2017-04-27,6.4,Amsterdam
2017-04-28,7.9,Amsterdam
2017-04-29,8.2,Amsterdam
2017-04-30,12.7,Amsterdam
2017-05-01,12.2,Amsterdam
2017-05-02,11.5,Amsterdam
2017-05-03,10.9,Amsterdam
2017-05-04,10.7,Amsterdam
2017-05-05,9.4,Amsterdam
2017-05-06,12.4,Amsterdam
2017-05-07,11.2,Amsterdam
2017-05-08,9.9,Amsterdam
2017-05-09,8.6,Amsterdam
2017-05-10,9.4,Amsterdam
2017-05-11,15.4,Amsterdam
2017-05-12,15.4,Amsterdam
2017-05-13,14.3,Amsterdam
2017-05-14,13.7,Amsterdam
2017-05-15,14.7,Amsterdam
2017-05-16,20.2,Amsterdam
2017-05-17,22.2,Amsterdam
2017-05-18,15.6,Amsterdam
2017-05-19,13.0,Amsterdam
2017-05-20,13.4,Amsterdam
2017-05-21,14.3,Amsterdam
2017-05-22,18.2,Amsterdam
2017-05-23,15.7,Amsterdam
2017-05-24,15.6,Amsterdam
2017-05-25,17.2,Amsterdam
2017-05-26,20.2,Amsterdam
2017-05-27,22.3,Amsterdam
2017-05-28,18.9,Amsterdam
2017-05-29,20.5,Amsterdam
2017-05-30,17.3,Amsterdam
2017-05-31,16.7,Amsterdam
2017-06-01,16.8,Amsterdam
2017-06-02,20.1,Amsterdam
2017-06-03,18.0,Amsterdam
2017-06-04,15.6,Amsterdam
2017-06-05,16.8,Amsterdam
2017-06-06,14.7,Amsterdam
2017-06-07,14.4,Amsterdam
2017-06-08,16.2,Amsterdam
2017-06-09,16.2,Amsterdam
2017-06-10,17.9,Amsterdam
2017-06-11,19.4,Amsterdam
2017-06-12,16.4,Amsterdam
2017-06-13,16.7,Amsterdam
2017-06-14,17.9,Amsterdam
2017-06-15,19.8,Amsterdam
2017-06-16,16.2,Amsterdam
2017-06-17,18.7,Amsterdam
2017-06-18,21.2,Amsterdam
2017-06-19,24.2,Amsterdam
2017-06-20,21.3,Amsterdam
2017-06-21,20.4,Amsterdam
2017-06-22,21.9,Amsterdam
2017-06-23,18.5,Amsterdam
2017-06-24,18.1,Amsterdam
2017-06-25,17.5,Amsterdam
2017-06-26,16.2,Amsterdam
2017-06-27,17.3,Amsterdam
2017-06-28,18.1,Amsterdam
2017-06-29,17.3,Amsterdam
2017-06-30,16.4,Amsterdam
2017-07-01,16.2,Amsterdam
2017-07-02,16.1,Amsterdam
2017-07-03,17.1,Amsterdam
2017-07-04,18.1,Amsterdam
2017-07-05,19.0,Amsterdam
2017-07-06,20.2,Amsterdam
2017-07-07,19.9,Amsterdam
2017-07-08,18.4,Amsterdam
2017-07-09,17.7,Amsterdam
2017-07-10,19.3,Amsterdam
2017-07-11,18.2,Amsterdam
2017-07-12,15.5,Amsterdam
2017-07-13,15.5,Amsterdam
2017-07-14,15.2,Amsterdam
2017-07-15,17.4,Amsterdam
2017-07-16,18.3,Amsterdam
2017-07-17,18.2,Amsterdam
2017-07-18,19.3,Amsterdam
2017-07-19,23.1,Amsterdam
2017-07-20,19.4,Amsterdam
2017-07-21,18.1,Amsterdam
2017-07-22,19.4,Amsterdam
2017-07-23,16.4,Amsterdam
2017-07-24,15.7,Amsterdam
2017-07-25,16.6,Amsterdam
2017-07-26,18.4,Amsterdam
2017-07-27,18.2,Amsterdam
2017-07-28,17.8,Amsterdam
2017-07-29,18.4,Amsterdam
2017-07-30,18.1,Amsterdam
2017-07-31,18.2,Amsterdam
2017-08-01,18.0,Amsterdam
2017-08-02,18.4,Amsterdam
2017-08-03,19.1,Amsterdam
