Дата,Средняя температура,Город
24.10.2015,8.4,Vienna
25.10.2015,8.8,Vienna
26.10.2015,11.1,Vienna
27.10.2015,11.2,Vienna
28.10.2015,9.3,Vienna
29.10.2015,9.7,Vienna
30.10.2015,9.4,Vienna
31.10.2015,8.4,Vienna
01.11.2015,9.3,Vienna
02.11.2015,4.8,Vienna
03.11.2015,4.7,Vienna
04.11.2015,4.1,Vienna
05.11.2015,5.8,Vienna
06.11.2015,6.3,Vienna
07.11.2015,11.6,Vienna
08.11.2015,15.6,Vienna
09.11.2015,13.7,Vienna
10.11.2015,17.1,Vienna
11.11.2015,16.6,Vienna
12.11.2015,11.4,Vienna
13.11.2015,8.1,Vienna
14.11.2015,11.4,Vienna
15.11.2015,10.4,Vienna
16.11.2015,14.2,Vienna
17.11.2015,15.1,Vienna
18.11.2015,16.2,Vienna
19.11.2015,15.4,Vienna
20.11.2015,11.3,Vienna
21.11.2015,5.4,Vienna
22.11.2015,3.6,Vienna
23.11.2015,2.3,Vienna
24.11.2015,0.0,Vienna
25.11.2015,0.3,Vienna
26.11.2015,2.1,Vienna
27.11.2015,3.8,Vienna
28.11.2015,3.3,Vienna
29.11.2015,6.4,Vienna
30.11.2015,10.5,Vienna
01.12.2015,10.1,Vienna
02.12.2015,8.7,Vienna
03.12.2015,7.8,Vienna
04.12.2015,5.2,Vienna
05.12.2015,6.9,Vienna
06.12.2015,2.8,Vienna
07.12.2015,2.4,Vienna
08.12.2015,2.4,Vienna
09.12.2015,3.7,Vienna
10.12.2015,4.7,Vienna
11.12.2015,-0.9,Vienna
12.12.2015,8.5,Vienna
13.12.2015,5.8,Vienna
14.12.2015,4.4,Vienna
15.12.2015,3.9,Vienna
16.12.2015,3.5,Vienna
17.12.2015,3.5,Vienna
18.12.2015,3.4,Vienna
19.12.2015,4.1,Vienna
20.12.2015,3.9,Vienna
21.12.2015,3.5,Vienna
22.12.2015,9.2,Vienna
23.12.2015,7.0,Vienna
24.12.2015,5.5,Vienna
25.12.2015,3.4,Vienna
26.12.2015,3.5,Vienna
27.12.2015,0.9,Vienna
28.12.2015,2.0,Vienna
29.12.2015,2.6,Vienna
30.12.2015,1.2,Vienna
01.01.2016,-1.2,Vienna
02.01.2016,-2.2,Vienna
03.01.2016,-5.3,Vienna
04.01.2016,-6.5,Vienna
05.01.2016,-6.3,Vienna
06.01.2016,-3.2,Vienna
07.01.2016,-1.2,Vienna
08.01.2016,2.2,Vienna
09.01.2016,0.9,Vienna
10.01.2016,1.7,Vienna
11.01.2016,3.6,Vienna
12.01.2016,7.3,Vienna
13.01.2016,5.5,Vienna
14.01.2016,4.1,Vienna
15.01.2016,3.0,Vienna
16.01.2016,1.0,Vienna
17.01.2016,-1.4,Vienna
18.01.2016,-3.6,Vienna
19.01.2016,-4.6,Vienna
20.01.2016,-2.3,Vienna
21.01.2016,-2.3,Vienna
22.01.2016,-5.4,Vienna
23.01.2016,-4.4,Vienna
24.01.2016,4.4,Vienna
25.01.2016,5.7,Vienna
26.01.2016,8.3,Vienna
27.01.2016,6.4,Vienna
28.01.2016,9.2,Vienna
29.01.2016,7.3,Vienna
30.01.2016,3.0,Vienna
31.01.2016,6.2,Vienna
01.02.2016,9.8,Vienna
02.02.2016,10.4,Vienna
03.02.2016,8.1,Vienna
04.02.2016,4.2,Vienna
05.02.2016,4.3,Vienna
06.02.2016,5.2,Vienna
07.02.2016,7.8,Vienna
08.02.2016,9.6,Vienna
09.02.2016,10.6,Vienna
10.02.2016,5.1,Vienna
11.02.2016,4.2,Vienna
12.02.2016,2.4,Vienna
13.02.2016,4.2,Vienna
14.02.2016,4.9,Vienna
15.02.2016,6.7,Vienna
16.02.2016,5.4,Vienna
17.02.2016,3.9,Vienna
18.02.2016,4.4,Vienna
19.02.2016,3.9,Vienna
20.02.2016,6.2,Vienna
21.02.2016,11.7,Vienna
22.02.2016,15.0,Vienna
23.02.2016,11.6,Vienna
24.02.2016,4.4,Vienna
25.02.2016,3.2,Vienna
26.02.2016,3.3,Vienna
27.02.2016,4.1,Vienna
28.02.2016,7.1,Vienna
29.02.2016,7.3,Vienna
01.03.2016,2.9,Vienna
02.03.2016,5.7,Vienna
03.03.2016,4.2,Vienna
04.03.2016,4.5,Vienna
05.03.2016,6.6,Vienna
06.03.2016,7.6,Vienna
07.03.2016,4.2,Vienna
08.03.2016,3.6,Vienna
09.03.2016,2.9,Vienna
10.03.2016,5.1,Vienna
11.03.2016,6.5,Vienna
12.03.2016,5.9,Vienna
13.03.2016,5.3,Vienna
14.03.2016,4.9,Vienna
15.03.2016,2.8,Vienna
16.03.2016,3.6,Vienna
17.03.2016,5.2,Vienna
18.03.2016,8.4,Vienna
19.03.2016,6.5,Vienna
20.03.2016,8.1,Vienna
21.03.2016,8.1,Vienna
22.03.2016,7.8,Vienna
23.03.2016,7.4,Vienna
24.03.2016,6.8,Vienna
25.03.2016,8.0,Vienna
26.03.2016,7.3,Vienna
27.03.2016,8.9,Vienna
28.03.2016,9.8,Vienna
29.03.2016,11.9,Vienna
30.03.2016,12.9,Vienna
31.03.2016,15.8,Vienna
01.04.2016,10.4,Vienna
02.04.2016,8.7,Vienna
03.04.2016,14.1,Vienna
04.04.2016,15.1,Vienna
05.04.2016,16.1,Vienna
06.04.2016,15.7,Vienna
07.04.2016,14.3,Vienna
08.04.2016,10.1,Vienna
09.04.2016,8.1,Vienna
10.04.2016,8.9,Vienna
11.04.2016,9.4,Vienna
12.04.2016,11.7,Vienna
13.04.2016,13.2,Vienna
14.04.2016,12.3,Vienna
15.04.2016,12.7,Vienna
16.04.2016,15.3,Vienna
17.04.2016,15.2,Vienna
18.04.2016,10.7,Vienna
19.04.2016,12.2,Vienna
20.04.2016,11.0,Vienna
21.04.2016,11.1,Vienna
22.04.2016,13.9,Vienna
23.04.2016,12.3,Vienna
24.04.2016,6.8,Vienna
25.04.2016,5.3,Vienna
26.04.2016,9.1,Vienna
27.04.2016,5.4,Vienna
28.04.2016,6.6,Vienna
29.04.2016,8.2,Vienna
30.04.2016,11.8,Vienna
01.05.2016,12.9,Vienna
02.05.2016,14.1,Vienna
03.05.2016,13.1,Vienna
04.05.2016,9.3,Vienna
05.05.2016,12.2,Vienna
06.05.2016,15.7,Vienna
07.05.2016,16.3,Vienna
08.05.2016,15.6,Vienna
09.05.2016,16.3,Vienna
10.05.2016,14.8,Vienna
11.05.2016,15.8,Vienna
12.05.2016,13.9,Vienna
13.05.2016,13.8,Vienna
14.05.2016,15.6,Vienna
15.05.2016,11.1,Vienna
16.05.2016,8.9,Vienna
17.05.2016,10.9,Vienna
18.05.2016,14.2,Vienna
19.05.2016,14.6,Vienna
20.05.2016,15.4,Vienna
21.05.2016,18.6,Vienna
22.05.2016,20.3,Vienna
23.05.2016,19.3,Vienna
24.05.2016,12.1,Vienna
25.05.2016,15.9,Vienna
26.05.2016,18.0,Vienna
27.05.2016,19.9,Vienna
28.05.2016,22.3,Vienna
29.05.2016,22.7,Vienna
30.05.2016,19.8,Vienna
31.05.2016,18.3,Vienna
01.06.2016,18.2,Vienna
02.06.2016,18.1,Vienna
03.06.2016,19.1,Vienna
04.06.2016,19.9,Vienna
05.06.2016,19.2,Vienna
06.06.2016,20.1,Vienna
07.06.2016,18.6,Vienna
08.06.2016,18.9,Vienna
09.06.2016,19.9,Vienna
10.06.2016,19.8,Vienna
11.06.2016,18.4,Vienna
12.06.2016,17.3,Vienna
13.06.2016,19.3,Vienna
14.06.2016,19.2,Vienna
15.06.2016,16.6,Vienna
16.06.2016,20.9,Vienna
17.06.2016,19.7,Vienna
18.06.2016,19.1,Vienna
19.06.2016,19.3,Vienna
20.06.2016,16.1,Vienna
21.06.2016,20.4,Vienna
22.06.2016,22.8,Vienna
23.06.2016,25.0,Vienna
24.06.2016,27.3,Vienna
25.06.2016,27.7,Vienna
26.06.2016,20.8,Vienna
27.06.2016,17.7,Vienna
28.06.2016,20.6,Vienna
29.06.2016,23.1,Vienna
30.06.2016,24.1,Vienna
01.07.2016,23.6,Vienna
02.07.2016,23.8,Vienna
03.07.2016,18.0,Vienna
04.07.2016,20.5,Vienna
05.07.2016,22.8,Vienna
06.07.2016,21.8,Vienna
07.07.2016,19.8,Vienna
08.07.2016,21.9,Vienna
09.07.2016,23.3,Vienna
10.07.2016,24.0,Vienna
11.07.2016,27.2,Vienna
12.07.2016,22.8,Vienna
13.07.2016,19.2,Vienna
14.07.2016,15.2,Vienna
15.07.2016,16.8,Vienna
16.07.2016,16.2,Vienna
17.07.2016,18.4,Vienna
18.07.2016,23.1,Vienna
19.07.2016,22.7,Vienna
20.07.2016,22.6,Vienna
21.07.2016,23.6,Vienna
22.07.2016,23.5,Vienna
23.07.2016,24.5,Vienna
24.07.2016,24.4,Vienna
25.07.2016,24.5,Vienna
26.07.2016,24.8,Vienna
27.07.2016,24.5,Vienna
28.07.2016,22.1,Vienna
29.07.2016,24.0,Vienna
30.07.2016,25.3,Vienna
31.07.2016,23.6,Vienna
01.08.2016,20.8,Vienna
02.08.2016,21.0,Vienna
03.08.2016,22.5,Vienna
04.08.2016,24.9,Vienna
05.08.2016,20.3,Vienna
06.08.2016,19.3,Vienna
07.08.2016,21.3,Vienna
08.08.2016,22.3,Vienna
09.08.2016,19.8,Vienna
10.08.2016,14.2,Vienna
11.08.2016,14.8,Vienna
12.08.2016,15.4,Vienna
13.08.2016,19.4,Vienna
14.08.2016,22.2,Vienna
15.08.2016,21.1,Vienna
16.08.2016,19.8,Vienna
17.08.2016,18.7,Vienna
18.08.2016,19.3,Vienna
19.08.2016,20.7,Vienna
20.08.2016,22.2,Vienna
21.08.2016,18.9,Vienna
22.08.2016,18.2,Vienna
23.08.2016,21.2,Vienna
24.08.2016,21.3,Vienna
25.08.2016,20.8,Vienna
26.08.2016,21.7,Vienna
27.08.2016,22.9,Vienna
28.08.2016,24.1,Vienna
29.08.2016,22.1,Vienna
30.08.2016,21.4,Vienna
31.08.2016,18.9,Vienna
01.09.2016,20.1,Vienna
02.09.2016,21.6,Vienna
03.09.2016,21.7,Vienna
04.09.2016,23.7,Vienna
05.09.2016,17.4,Vienna
06.09.2016,15.7,Vienna
07.09.2016,19.1,Vienna
08.09.2016,20.9,Vienna
09.09.2016,21.7,Vienna
10.09.2016,21.7,Vienna
11.09.2016,22.6,Vienna
12.09.2016,22.7,Vienna
13.09.2016,22.6,Vienna
14.09.2016,21.9,Vienna
15.09.2016,22.0,Vienna
16.09.2016,21.8,Vienna
17.09.2016,17.7,Vienna
18.09.2016,17.8,Vienna
19.09.2016,16.9,Vienna
20.09.2016,14.7,Vienna
21.09.2016,14.3,Vienna
22.09.2016,13.5,Vienna
23.09.2016,14.3,Vienna
24.09.2016,15.4,Vienna
25.09.2016,15.4,Vienna
26.09.2016,14.9,Vienna
27.09.2016,14.5,Vienna
28.09.2016,16.8,Vienna
29.09.2016,20.4,Vienna
30.09.2016,18.7,Vienna
01.10.2016,17.3,Vienna
02.10.2016,15.3,Vienna
03.10.2016,12.7,Vienna
04.10.2016,10.9,Vienna
05.10.2016,7.9,Vienna
06.10.2016,7.9,Vienna
07.10.2016,6.7,Vienna
08.10.2016,7.7,Vienna
09.10.2016,9.1,Vienna
10.10.2016,9.4,Vienna
11.10.2016,7.4,Vienna
12.10.2016,7.7,Vienna
13.10.2016,9.1,Vienna
14.10.2016,11.1,Vienna
15.10.2016,11.9,Vienna
16.10.2016,13.6,Vienna
17.10.2016,9.1,Vienna
18.10.2016,8.9,Vienna
19.10.2016,9.8,Vienna
20.10.2016,8.2,Vienna
21.10.2016,7.3,Vienna
22.10.2016,7.7,Vienna
23.10.2016,7.2,Vienna
24.10.2016,9.7,Vienna
25.10.2016,13.6,Vienna
26.10.2016,11.8,Vienna
27.10.2016,9.3,Vienna
28.10.2016,10.1,Vienna
29.10.2016,11.1,Vienna
30.10.2016,9.6,Vienna
31.10.2016,7.6,Vienna
01.11.2016,9.8,Vienna
02.11.2016,8.8,Vienna
03.11.2016,5.6,Vienna
04.11.2016,2.7,Vienna
05.11.2016,5.0,Vienna
06.11.2016,6.6,Vienna
07.11.2016,4.6,Vienna
08.11.2016,1.8,Vienna
09.11.2016,2.0,Vienna
10.11.2016,4.3,Vienna
12.11.2016,2.0,Vienna
13.11.2016,1.6,Vienna
14.11.2016,1.6,Vienna
15.11.2016,-0.4,Vienna
16.11.2016,2.6,Vienna
17.11.2016,4.2,Vienna
18.11.2016,3.8,Vienna
19.11.2016,7.8,Vienna
20.11.2016,10.5,Vienna
21.11.2016,11.9,Vienna
22.11.2016,12.3,Vienna
23.11.2016,8.2,Vienna
24.11.2016,6.5,Vienna
25.11.2016,6.9,Vienna
26.11.2016,8.0,Vienna
27.11.2016,7.0,Vienna
28.11.2016,1.7,Vienna
29.11.2016,-0.1,Vienna
30.11.2016,1.4,Vienna
01.12.2016,3.8,Vienna
02.12.2016,4.7,Vienna
03.12.2016,0.6,Vienna
04.12.2016,-2.4,Vienna
05.12.2016,-2.1,Vienna
06.12.2016,-0.7,Vienna
07.12.2016,0.3,Vienna
08.12.2016,-1.2,Vienna
09.12.2016,5.7,Vienna
10.12.2016,10.1,Vienna
11.12.2016,8.0,Vienna
12.12.2016,5.1,Vienna
13.12.2016,-1.2,Vienna
14.12.2016,0.5,Vienna
15.12.2016,2.8,Vienna
16.12.2016,0.4,Vienna
17.12.2016,-1.7,Vienna
18.12.2016,0.8,Vienna
19.12.2016,-0.2,Vienna
20.12.2016,-2.7,Vienna
21.12.2016,-3.4,Vienna
22.12.2016,-3.3,Vienna
23.12.2016,-0.7,Vienna
24.12.2016,2.9,Vienna
25.12.2016,7.4,Vienna
26.12.2016,10.1,Vienna
27.12.2016,5.2,Vienna
28.12.2016,3.9,Vienna
29.12.2016,0.4,Vienna
30.12.2016,-2.3,Vienna
02.01.2017,-2.2,Vienna
03.01.2017,1.2,Vienna
04.01.2017,2.9,Vienna
05.01.2017,-1.2,Vienna
06.01.2017,-6.1,Vienna
07.01.2017,-7.3,Vienna
08.01.2017,-5.7,Vienna
09.01.2017,-4.1,Vienna
10.01.2017,-6.9,Vienna
11.01.2017,-7.3,Vienna
12.01.2017,2.9,Vienna
13.01.2017,2.8,Vienna
14.01.2017,1.7,Vienna
15.01.2017,0.5,Vienna
16.01.2017,-1.9,Vienna
17.01.2017,-1.9,Vienna
18.01.2017,-3.4,Vienna
19.01.2017,-6.4,Vienna
20.01.2017,-7.0,Vienna
21.01.2017,-6.1,Vienna
22.01.2017,-3.4,Vienna
23.01.2017,-4.8,Vienna
24.01.2017,-5.2,Vienna
25.01.2017,-1.7,Vienna
26.01.2017,-1.0,Vienna
27.01.2017,-3.4,Vienna
28.01.2017,-5.2,Vienna
29.01.2017,-5.4,Vienna
30.01.2017,-6.8,Vienna
31.01.2017,-5.6,Vienna
01.02.2017,-1.9,Vienna
02.02.2017,-0.5,Vienna
03.02.2017,0.7,Vienna
04.02.2017,2.3,Vienna
05.02.2017,6.2,Vienna
06.02.2017,2.9,Vienna
07.02.2017,1.1,Vienna
08.02.2017,-1.8,Vienna
09.02.2017,-1.8,Vienna
10.02.2017,0.8,Vienna
11.02.2017,0.9,Vienna
12.02.2017,1.4,Vienna
13.02.2017,0.7,Vienna
14.02.2017,0.8,Vienna
15.02.2017,2.3,Vienna
16.02.2017,0.6,Vienna
17.02.2017,1.7,Vienna
18.02.2017,4.3,Vienna
19.02.2017,2.4,Vienna
20.02.2017,5.3,Vienna
21.02.2017,9.1,Vienna
22.02.2017,10.6,Vienna
23.02.2017,12.5,Vienna
24.02.2017,9.4,Vienna
25.02.2017,4.7,Vienna
26.02.2017,4.8,Vienna
27.02.2017,6.3,Vienna
28.02.2017,7.3,Vienna
01.03.2017,7.3,Vienna
02.03.2017,8.3,Vienna
03.03.2017,9.1,Vienna
04.03.2017,12.1,Vienna
05.03.2017,10.8,Vienna
06.03.2017,8.1,Vienna
07.03.2017,6.6,Vienna
08.03.2017,6.7,Vienna
09.03.2017,9.5,Vienna
10.03.2017,6.9,Vienna
11.03.2017,7.2,Vienna
12.03.2017,5.6,Vienna
13.03.2017,5.8,Vienna
14.03.2017,7.7,Vienna
15.03.2017,10.3,Vienna
16.03.2017,11.0,Vienna
17.03.2017,11.3,Vienna
18.03.2017,9.5,Vienna
19.03.2017,8.7,Vienna
20.03.2017,13.4,Vienna
21.03.2017,12.9,Vienna
22.03.2017,9.2,Vienna
23.03.2017,7.4,Vienna
24.03.2017,9.2,Vienna
25.03.2017,9.0,Vienna
26.03.2017,7.7,Vienna
27.03.2017,7.8,Vienna
28.03.2017,12.1,Vienna
29.03.2017,17.2,Vienna
30.03.2017,15.3,Vienna
31.03.2017,15.3,Vienna
01.04.2017,17.0,Vienna
02.04.2017,16.3,Vienna
03.04.2017,15.1,Vienna
04.04.2017,13.3,Vienna
05.04.2017,11.6,Vienna
06.04.2017,9.1,Vienna
07.04.2017,7.7,Vienna
08.04.2017,12.2,Vienna
09.04.2017,12.4,Vienna
10.04.2017,14.3,Vienna
11.04.2017,11.5,Vienna
12.04.2017,11.9,Vienna
13.04.2017,11.2,Vienna
14.04.2017,11.6,Vienna
15.04.2017,12.1,Vienna
16.04.2017,10.1,Vienna
17.04.2017,7.7,Vienna
18.04.2017,5.7,Vienna
19.04.2017,2.2,Vienna
20.04.2017,3.5,Vienna
21.04.2017,7.4,Vienna
22.04.2017,9.4,Vienna
23.04.2017,8.2,Vienna
24.04.2017,9.8,Vienna
25.04.2017,13.6,Vienna
26.04.2017,11.2,Vienna
27.04.2017,6.7,Vienna
28.04.2017,5.4,Vienna
29.04.2017,8.9,Vienna
30.04.2017,10.6,Vienna
01.05.2017,13.1,Vienna
02.05.2017,11.8,Vienna
03.05.2017,10.9,Vienna
04.05.2017,11.2,Vienna
05.05.2017,13.3,Vienna
06.05.2017,16.4,Vienna
07.05.2017,14.8,Vienna
08.05.2017,14.3,Vienna
09.05.2017,7.4,Vienna
10.05.2017,8.2,Vienna
11.05.2017,14.3,Vienna
12.05.2017,17.9,Vienna
13.05.2017,17.3,Vienna
14.05.2017,18.3,Vienna
15.05.2017,17.4,Vienna
16.05.2017,18.6,Vienna
17.05.2017,18.7,Vienna
18.05.2017,20.6,Vienna
19.05.2017,21.7,Vienna
20.05.2017,14.7,Vienna
21.05.2017,15.4,Vienna
22.05.2017,18.3,Vienna
23.05.2017,19.8,Vienna
24.05.2017,17.0,Vienna
25.05.2017,14.6,Vienna
26.05.2017,18.2,Vienna
27.05.2017,19.5,Vienna
28.05.2017,19.4,Vienna
29.05.2017,21.4,Vienna
30.05.2017,25.1,Vienna
31.05.2017,22.7,Vienna
01.06.2017,21.9,Vienna
02.06.2017,22.1,Vienna
03.06.2017,22.6,Vienna
04.06.2017,20.4,Vienna
05.06.2017,19.6,Vienna
06.06.2017,20.9,Vienna
07.06.2017,16.1,Vienna
08.06.2017,17.6,Vienna
09.06.2017,20.7,Vienna
10.06.2017,19.9,Vienna
11.06.2017,20.2,Vienna
12.06.2017,23.7,Vienna
13.06.2017,23.1,Vienna
14.06.2017,20.4,Vienna
15.06.2017,22.5,Vienna
16.06.2017,21.1,Vienna
17.06.2017,16.7,Vienna
18.06.2017,19.8,Vienna
19.06.2017,21.9,Vienna
20.06.2017,25.6,Vienna
21.06.2017,26.1,Vienna
22.06.2017,26.8,Vienna
23.06.2017,25.3,Vienna
24.06.2017,26.1,Vienna
25.06.2017,22.8,Vienna
26.06.2017,23.7,Vienna
27.06.2017,24.4,Vienna
28.06.2017,26.3,Vienna
29.06.2017,21.9,Vienna
30.06.2017,22.2,Vienna
01.07.2017,20.8,Vienna
02.07.2017,19.1,Vienna
03.07.2017,20.1,Vienna
04.07.2017,21.4,Vienna
05.07.2017,24.6,Vienna
06.07.2017,24.0,Vienna
07.07.2017,24.6,Vienna
08.07.2017,26.0,Vienna
09.07.2017,23.9,Vienna
10.07.2017,22.6,Vienna
11.07.2017,23.4,Vienna
12.07.2017,24.2,Vienna
13.07.2017,20.2,Vienna
14.07.2017,18.6,Vienna
15.07.2017,16.4,Vienna
16.07.2017,19.1,Vienna
17.07.2017,22.1,Vienna
18.07.2017,24.6,Vienna
19.07.2017,23.6,Vienna
20.07.2017,25.1,Vienna
21.07.2017,23.7,Vienna
22.07.2017,25.7,Vienna
23.07.2017,23.4,Vienna
24.07.2017,19.1,Vienna
25.07.2017,18.2,Vienna
26.07.2017,16.6,Vienna
27.07.2017,17.2,Vienna
28.07.2017,21.4,Vienna
29.07.2017,22.6,Vienna
30.07.2017,25.1,Vienna
31.07.2017,27.1,Vienna
01.08.2017,29.5,Vienna
02.08.2017,28.6,Vienna
03.08.2017,29.1,Vienna
