Дата,Средняя температура,Город
12.11.2015,15.1,Barcelona
13.11.2015,15.3,Barcelona
14.11.2015,14.3,Barcelona
15.11.2015,14.1,Barcelona
16.11.2015,14.4,Barcelona
17.11.2015,13.5,Barcelona
18.11.2015,13.2,Barcelona
19.11.2015,13.9,Barcelona
20.11.2015,15.2,Barcelona
21.11.2015,16.2,Barcelona
22.11.2015,9.8,Barcelona
23.11.2015,8.2,Barcelona
24.11.2015,7.2,Barcelona
25.11.2015,10.2,Barcelona
26.11.2015,11.2,Barcelona
27.11.2015,10.4,Barcelona
28.11.2015,10.1,Barcelona
29.11.2015,9.8,Barcelona
30.11.2015,9.7,Barcelona
01.12.2015,10.1,Barcelona
02.12.2015,9.7,Barcelona
03.12.2015,10.3,Barcelona
04.12.2015,10.5,Barcelona
05.12.2015,11.8,Barcelona
06.12.2015,12.6,Barcelona
07.12.2015,13.2,Barcelona
08.12.2015,14.1,Barcelona
09.12.2015,13.6,Barcelona
10.12.2015,11.1,Barcelona
11.12.2015,11.1,Barcelona
12.12.2015,10.2,Barcelona
13.12.2015,9.7,Barcelona
14.12.2015,8.8,Barcelona
15.12.2015,11.3,Barcelona
16.12.2015,12.6,Barcelona
17.12.2015,12.8,Barcelona
18.12.2015,11.3,Barcelona
19.12.2015,11.3,Barcelona
20.12.2015,12.8,Barcelona
21.12.2015,13.4,Barcelona
22.12.2015,11.8,Barcelona
23.12.2015,12.8,Barcelona
24.12.2015,13.2,Barcelona
25.12.2015,10.6,Barcelona
26.12.2015,10.6,Barcelona
27.12.2015,10.6,Barcelona
28.12.2015,11.9,Barcelona
29.12.2015,13.6,Barcelona
30.12.2015,12.1,Barcelona
01.01.2016,11.5,Barcelona
02.01.2016,13.8,Barcelona
03.01.2016,11.2,Barcelona
04.01.2016,12.9,Barcelona
05.01.2016,11.1,Barcelona
06.01.2016,10.9,Barcelona
07.01.2016,15.7,Barcelona
08.01.2016,16.8,Barcelona
09.01.2016,15.6,Barcelona
10.01.2016,15.3,Barcelona
11.01.2016,16.2,Barcelona
12.01.2016,13.0,Barcelona
13.01.2016,10.1,Barcelona
14.01.2016,12.2,Barcelona
15.01.2016,9.9,Barcelona
16.01.2016,8.3,Barcelona
17.01.2016,6.9,Barcelona
18.01.2016,9.2,Barcelona
19.01.2016,8.5,Barcelona
20.01.2016,9.3,Barcelona
21.01.2016,8.7,Barcelona
22.01.2016,9.6,Barcelona
23.01.2016,11.9,Barcelona
24.01.2016,11.7,Barcelona
25.01.2016,13.9,Barcelona
26.01.2016,12.9,Barcelona
27.01.2016,11.8,Barcelona
28.01.2016,12.0,Barcelona
29.01.2016,12.2,Barcelona
30.01.2016,12.3,Barcelona
31.01.2016,11.3,Barcelona
01.02.2016,13.8,Barcelona
02.02.2016,11.7,Barcelona
03.02.2016,13.5,Barcelona
04.02.2016,9.8,Barcelona
05.02.2016,10.1,Barcelona
06.02.2016,11.2,Barcelona
07.02.2016,11.8,Barcelona
08.02.2016,11.8,Barcelona
09.02.2016,15.9,Barcelona
10.02.2016,14.2,Barcelona
11.02.2016,12.0,Barcelona
12.02.2016,13.6,Barcelona
13.02.2016,17.2,Barcelona
14.02.2016,14.4,Barcelona
15.02.2016,9.7,Barcelona
16.02.2016,8.5,Barcelona
17.02.2016,7.2,Barcelona
18.02.2016,7.7,Barcelona
19.02.2016,8.5,Barcelona
20.02.2016,8.7,Barcelona
21.02.2016,10.6,Barcelona
22.02.2016,14.3,Barcelona
23.02.2016,12.4,Barcelona
24.02.2016,11.8,Barcelona
25.02.2016,12.4,Barcelona
26.02.2016,11.8,Barcelona
27.02.2016,10.8,Barcelona
28.02.2016,10.6,Barcelona
29.02.2016,12.7,Barcelona
01.03.2016,12.1,Barcelona
02.03.2016,13.9,Barcelona
03.03.2016,13.2,Barcelona
04.03.2016,11.7,Barcelona
05.03.2016,13.0,Barcelona
06.03.2016,10.1,Barcelona
07.03.2016,10.3,Barcelona
08.03.2016,10.7,Barcelona
09.03.2016,8.7,Barcelona
10.03.2016,9.1,Barcelona
11.03.2016,10.0,Barcelona
12.03.2016,10.3,Barcelona
13.03.2016,10.2,Barcelona
14.03.2016,10.6,Barcelona
15.03.2016,10.3,Barcelona
16.03.2016,10.3,Barcelona
17.03.2016,9.6,Barcelona
18.03.2016,10.3,Barcelona
19.03.2016,12.6,Barcelona
20.03.2016,13.2,Barcelona
21.03.2016,12.3,Barcelona
22.03.2016,12.2,Barcelona
23.03.2016,12.4,Barcelona
24.03.2016,11.9,Barcelona
25.03.2016,12.3,Barcelona
26.03.2016,13.4,Barcelona
27.03.2016,13.5,Barcelona
28.03.2016,14.2,Barcelona
29.03.2016,15.4,Barcelona
30.03.2016,13.6,Barcelona
31.03.2016,15.3,Barcelona
01.04.2016,11.3,Barcelona
02.04.2016,12.3,Barcelona
03.04.2016,12.9,Barcelona
04.04.2016,14.2,Barcelona
05.04.2016,14.3,Barcelona
06.04.2016,14.6,Barcelona
07.04.2016,14.2,Barcelona
08.04.2016,11.3,Barcelona
09.04.2016,12.5,Barcelona
10.04.2016,13.7,Barcelona
11.04.2016,14.8,Barcelona
12.04.2016,15.0,Barcelona
13.04.2016,16.5,Barcelona
14.04.2016,15.4,Barcelona
15.04.2016,15.6,Barcelona
16.04.2016,16.8,Barcelona
17.04.2016,18.1,Barcelona
18.04.2016,14.6,Barcelona
19.04.2016,13.8,Barcelona
20.04.2016,17.0,Barcelona
21.04.2016,14.6,Barcelona
22.04.2016,14.9,Barcelona
23.04.2016,14.8,Barcelona
24.04.2016,14.4,Barcelona
25.04.2016,13.8,Barcelona
26.04.2016,14.0,Barcelona
27.04.2016,14.2,Barcelona
28.04.2016,12.6,Barcelona
29.04.2016,13.9,Barcelona
30.04.2016,13.6,Barcelona
01.05.2016,14.1,Barcelona
02.05.2016,15.6,Barcelona
03.05.2016,15.3,Barcelona
04.05.2016,15.9,Barcelona
05.05.2016,15.6,Barcelona
06.05.2016,16.1,Barcelona
07.05.2016,15.4,Barcelona
08.05.2016,15.7,Barcelona
09.05.2016,16.2,Barcelona
10.05.2016,15.3,Barcelona
11.05.2016,15.7,Barcelona
12.05.2016,16.2,Barcelona
13.05.2016,16.6,Barcelona
14.05.2016,16.9,Barcelona
15.05.2016,18.1,Barcelona
16.05.2016,17.9,Barcelona
17.05.2016,16.7,Barcelona
18.05.2016,16.9,Barcelona
19.05.2016,18.1,Barcelona
20.05.2016,17.9,Barcelona
21.05.2016,18.1,Barcelona
22.05.2016,17.4,Barcelona
23.05.2016,16.4,Barcelona
24.05.2016,16.7,Barcelona
25.05.2016,18.3,Barcelona
26.05.2016,18.8,Barcelona
27.05.2016,18.3,Barcelona
28.05.2016,18.8,Barcelona
29.05.2016,20.3,Barcelona
30.05.2016,18.8,Barcelona
31.05.2016,18.3,Barcelona
01.06.2016,18.5,Barcelona
02.06.2016,18.6,Barcelona
03.06.2016,19.2,Barcelona
04.06.2016,19.8,Barcelona
05.06.2016,21.1,Barcelona
06.06.2016,20.7,Barcelona
07.06.2016,22.0,Barcelona
08.06.2016,22.0,Barcelona
09.06.2016,22.9,Barcelona
10.06.2016,23.4,Barcelona
11.06.2016,21.8,Barcelona
12.06.2016,21.8,Barcelona
13.06.2016,22.6,Barcelona
14.06.2016,23.8,Barcelona
15.06.2016,21.5,Barcelona
16.06.2016,21.0,Barcelona
17.06.2016,20.3,Barcelona
18.06.2016,18.4,Barcelona
19.06.2016,18.9,Barcelona
20.06.2016,20.1,Barcelona
21.06.2016,21.5,Barcelona
22.06.2016,22.4,Barcelona
23.06.2016,22.9,Barcelona
24.06.2016,22.8,Barcelona
25.06.2016,23.7,Barcelona
26.06.2016,23.0,Barcelona
27.06.2016,22.8,Barcelona
28.06.2016,22.8,Barcelona
29.06.2016,24.0,Barcelona
30.06.2016,24.4,Barcelona
01.07.2016,24.2,Barcelona
02.07.2016,23.8,Barcelona
03.07.2016,23.3,Barcelona
04.07.2016,23.7,Barcelona
05.07.2016,25.0,Barcelona
06.07.2016,25.9,Barcelona
07.07.2016,25.1,Barcelona
08.07.2016,26.7,Barcelona
09.07.2016,26.8,Barcelona
10.07.2016,26.4,Barcelona
11.07.2016,26.1,Barcelona
12.07.2016,25.4,Barcelona
13.07.2016,23.4,Barcelona
14.07.2016,22.1,Barcelona
15.07.2016,22.3,Barcelona
16.07.2016,22.7,Barcelona
17.07.2016,23.6,Barcelona
18.07.2016,23.2,Barcelona
19.07.2016,23.5,Barcelona
20.07.2016,24.6,Barcelona
21.07.2016,25.1,Barcelona
22.07.2016,24.4,Barcelona
23.07.2016,23.7,Barcelona
24.07.2016,24.7,Barcelona
25.07.2016,25.3,Barcelona
26.07.2016,25.4,Barcelona
27.07.2016,25.2,Barcelona
28.07.2016,25.6,Barcelona
29.07.2016,25.4,Barcelona
30.07.2016,26.2,Barcelona
31.07.2016,26.1,Barcelona
01.08.2016,25.8,Barcelona
02.08.2016,26.4,Barcelona
03.08.2016,25.8,Barcelona
04.08.2016,26.9,Barcelona
05.08.2016,25.1,Barcelona
06.08.2016,25.2,Barcelona
07.08.2016,24.7,Barcelona
08.08.2016,25.6,Barcelona
09.08.2016,25.5,Barcelona
10.08.2016,23.2,Barcelona
11.08.2016,22.9,Barcelona
12.08.2016,23.7,Barcelona
13.08.2016,23.6,Barcelona
14.08.2016,23.6,Barcelona
15.08.2016,24.2,Barcelona
16.08.2016,25.5,Barcelona
17.08.2016,25.6,Barcelona
18.08.2016,25.6,Barcelona
19.08.2016,25.5,Barcelona
20.08.2016,26.1,Barcelona
21.08.2016,25.1,Barcelona
22.08.2016,24.9,Barcelona
23.08.2016,24.6,Barcelona
24.08.2016,24.6,Barcelona
25.08.2016,24.9,Barcelona
26.08.2016,24.1,Barcelona
27.08.2016,24.0,Barcelona
28.08.2016,25.8,Barcelona
29.08.2016,25.4,Barcelona
30.08.2016,23.9,Barcelona
31.08.2016,23.9,Barcelona
01.09.2016,25.9,Barcelona
02.09.2016,25.3,Barcelona
03.09.2016,26.1,Barcelona
04.09.2016,26.5,Barcelona
05.09.2016,26.8,Barcelona
06.09.2016,26.4,Barcelona
07.09.2016,25.6,Barcelona
08.09.2016,24.6,Barcelona
09.09.2016,25.9,Barcelona
10.09.2016,24.4,Barcelona
11.09.2016,24.9,Barcelona
12.09.2016,25.1,Barcelona
13.09.2016,25.0,Barcelona
14.09.2016,21.4,Barcelona
15.09.2016,19.9,Barcelona
16.09.2016,20.8,Barcelona
17.09.2016,19.8,Barcelona
18.09.2016,19.2,Barcelona
19.09.2016,20.9,Barcelona
20.09.2016,21.1,Barcelona
21.09.2016,21.5,Barcelona
22.09.2016,22.0,Barcelona
23.09.2016,21.7,Barcelona
24.09.2016,20.6,Barcelona
25.09.2016,20.8,Barcelona
26.09.2016,20.6,Barcelona
27.09.2016,22.2,Barcelona
28.09.2016,21.8,Barcelona
29.09.2016,20.7,Barcelona
30.09.2016,20.9,Barcelona
01.10.2016,21.1,Barcelona
02.10.2016,21.9,Barcelona
03.10.2016,21.9,Barcelona
04.10.2016,21.4,Barcelona
05.10.2016,20.5,Barcelona
06.10.2016,18.1,Barcelona
07.10.2016,18.8,Barcelona
08.10.2016,20.3,Barcelona
09.10.2016,19.0,Barcelona
10.10.2016,17.3,Barcelona
11.10.2016,16.8,Barcelona
12.10.2016,15.4,Barcelona
13.10.2016,17.6,Barcelona
14.10.2016,17.3,Barcelona
15.10.2016,17.4,Barcelona
16.10.2016,18.3,Barcelona
17.10.2016,18.7,Barcelona
18.10.2016,19.2,Barcelona
19.10.2016,17.9,Barcelona
20.10.2016,17.2,Barcelona
21.10.2016,14.3,Barcelona
22.10.2016,15.9,Barcelona
23.10.2016,18.8,Barcelona
24.10.2016,19.7,Barcelona
25.10.2016,19.7,Barcelona
26.10.2016,19.0,Barcelona
27.10.2016,18.4,Barcelona
28.10.2016,17.3,Barcelona
29.10.2016,16.6,Barcelona
30.10.2016,15.9,Barcelona
31.10.2016,16.0,Barcelona
01.11.2016,17.0,Barcelona
02.11.2016,16.2,Barcelona
03.11.2016,15.2,Barcelona
04.11.2016,16.2,Barcelona
05.11.2016,18.2,Barcelona
06.11.2016,13.8,Barcelona
07.11.2016,10.4,Barcelona
08.11.2016,10.4,Barcelona
09.11.2016,13.8,Barcelona
10.11.2016,13.5,Barcelona
12.11.2016,13.8,Barcelona
13.11.2016,13.3,Barcelona
14.11.2016,13.7,Barcelona
15.11.2016,11.1,Barcelona
16.11.2016,10.4,Barcelona
17.11.2016,11.9,Barcelona
18.11.2016,13.8,Barcelona
19.11.2016,14.3,Barcelona
20.11.2016,15.0,Barcelona
21.11.2016,17.7,Barcelona
22.11.2016,16.8,Barcelona
23.11.2016,16.7,Barcelona
24.11.2016,11.2,Barcelona
25.11.2016,9.8,Barcelona
26.11.2016,12.0,Barcelona
27.11.2016,14.1,Barcelona
28.11.2016,12.3,Barcelona
29.11.2016,12.1,Barcelona
30.11.2016,11.4,Barcelona
01.12.2016,9.2,Barcelona
02.12.2016,8.9,Barcelona
03.12.2016,9.2,Barcelona
04.12.2016,13.4,Barcelona
05.12.2016,15.4,Barcelona
06.12.2016,12.8,Barcelona
07.12.2016,11.5,Barcelona
08.12.2016,10.7,Barcelona
09.12.2016,11.1,Barcelona
10.12.2016,11.4,Barcelona
11.12.2016,10.7,Barcelona
12.12.2016,10.1,Barcelona
13.12.2016,10.3,Barcelona
14.12.2016,10.9,Barcelona
15.12.2016,9.8,Barcelona
16.12.2016,11.8,Barcelona
17.12.2016,12.7,Barcelona
18.12.2016,9.6,Barcelona
19.12.2016,8.5,Barcelona
20.12.2016,10.3,Barcelona
21.12.2016,11.1,Barcelona
22.12.2016,10.8,Barcelona
23.12.2016,10.1,Barcelona
24.12.2016,10.1,Barcelona
25.12.2016,9.7,Barcelona
26.12.2016,10.4,Barcelona
27.12.2016,9.9,Barcelona
28.12.2016,9.3,Barcelona
29.12.2016,8.3,Barcelona
30.12.2016,8.5,Barcelona
02.01.2017,7.2,Barcelona
03.01.2017,6.8,Barcelona
04.01.2017,8.8,Barcelona
05.01.2017,7.8,Barcelona
06.01.2017,6.0,Barcelona
07.01.2017,5.8,Barcelona
08.01.2017,8.1,Barcelona
09.01.2017,7.5,Barcelona
10.01.2017,7.2,Barcelona
11.01.2017,8.7,Barcelona
12.01.2017,11.8,Barcelona
13.01.2017,11.9,Barcelona
14.01.2017,7.2,Barcelona
15.01.2017,7.1,Barcelona
16.01.2017,7.4,Barcelona
17.01.2017,5.3,Barcelona
18.01.2017,3.5,Barcelona
19.01.2017,6.5,Barcelona
20.01.2017,9.5,Barcelona
21.01.2017,10.4,Barcelona
22.01.2017,9.8,Barcelona
23.01.2017,9.2,Barcelona
24.01.2017,8.3,Barcelona
25.01.2017,6.5,Barcelona
26.01.2017,6.9,Barcelona
27.01.2017,10.2,Barcelona
28.01.2017,11.3,Barcelona
29.01.2017,9.0,Barcelona
30.01.2017,9.9,Barcelona
31.01.2017,10.9,Barcelona
01.02.2017,10.9,Barcelona
02.02.2017,11.5,Barcelona
03.02.2017,12.2,Barcelona
04.02.2017,14.1,Barcelona
05.02.2017,13.1,Barcelona
06.02.2017,12.3,Barcelona
07.02.2017,13.6,Barcelona
08.02.2017,10.7,Barcelona
09.02.2017,8.3,Barcelona
10.02.2017,8.7,Barcelona
11.02.2017,10.4,Barcelona
12.02.2017,13.5,Barcelona
13.02.2017,13.7,Barcelona
14.02.2017,13.3,Barcelona
15.02.2017,13.4,Barcelona
16.02.2017,12.8,Barcelona
17.02.2017,11.1,Barcelona
18.02.2017,10.4,Barcelona
19.02.2017,12.1,Barcelona
20.02.2017,11.6,Barcelona
21.02.2017,11.3,Barcelona
22.02.2017,12.3,Barcelona
23.02.2017,12.9,Barcelona
24.02.2017,12.2,Barcelona
25.02.2017,10.4,Barcelona
26.02.2017,10.4,Barcelona
27.02.2017,12.7,Barcelona
28.02.2017,14.3,Barcelona
01.03.2017,11.3,Barcelona
02.03.2017,12.1,Barcelona
03.03.2017,12.9,Barcelona
04.03.2017,11.0,Barcelona
05.03.2017,11.2,Barcelona
06.03.2017,16.5,Barcelona
07.03.2017,13.9,Barcelona
08.03.2017,13.6,Barcelona
09.03.2017,13.0,Barcelona
10.03.2017,14.7,Barcelona
11.03.2017,14.4,Barcelona
12.03.2017,13.9,Barcelona
13.03.2017,14.9,Barcelona
14.03.2017,14.1,Barcelona
15.03.2017,13.3,Barcelona
16.03.2017,12.8,Barcelona
17.03.2017,13.2,Barcelona
18.03.2017,13.6,Barcelona
19.03.2017,13.5,Barcelona
20.03.2017,13.9,Barcelona
21.03.2017,13.5,Barcelona
22.03.2017,14.3,Barcelona
23.03.2017,13.0,Barcelona
24.03.2017,9.6,Barcelona
25.03.2017,10.3,Barcelona
26.03.2017,12.0,Barcelona
27.03.2017,12.3,Barcelona
28.03.2017,12.3,Barcelona
29.03.2017,14.4,Barcelona
30.03.2017,14.6,Barcelona
31.03.2017,13.7,Barcelona
01.04.2017,12.5,Barcelona
02.04.2017,12.0,Barcelona
03.04.2017,14.1,Barcelona
04.04.2017,15.4,Barcelona
05.04.2017,14.6,Barcelona
06.04.2017,14.2,Barcelona
07.04.2017,14.3,Barcelona
08.04.2017,14.6,Barcelona
09.04.2017,14.1,Barcelona
10.04.2017,15.3,Barcelona
11.04.2017,16.1,Barcelona
12.04.2017,15.9,Barcelona
13.04.2017,15.5,Barcelona
14.04.2017,16.8,Barcelona
15.04.2017,16.1,Barcelona
16.04.2017,15.9,Barcelona
17.04.2017,15.9,Barcelona
18.04.2017,16.3,Barcelona
19.04.2017,14.7,Barcelona
20.04.2017,12.4,Barcelona
21.04.2017,12.2,Barcelona
22.04.2017,13.3,Barcelona
23.04.2017,14.7,Barcelona
24.04.2017,14.9,Barcelona
25.04.2017,15.4,Barcelona
26.04.2017,14.2,Barcelona
27.04.2017,9.1,Barcelona
28.04.2017,11.1,Barcelona
29.04.2017,12.8,Barcelona
30.04.2017,16.2,Barcelona
01.05.2017,14.7,Barcelona
02.05.2017,14.8,Barcelona
03.05.2017,15.3,Barcelona
04.05.2017,15.6,Barcelona
05.05.2017,17.1,Barcelona
06.05.2017,19.3,Barcelona
07.05.2017,16.7,Barcelona
08.05.2017,16.8,Barcelona
09.05.2017,16.4,Barcelona
10.05.2017,17.7,Barcelona
11.05.2017,18.3,Barcelona
12.05.2017,19.6,Barcelona
13.05.2017,20.1,Barcelona
14.05.2017,19.7,Barcelona
15.05.2017,20.1,Barcelona
16.05.2017,20.8,Barcelona
17.05.2017,20.7,Barcelona
18.05.2017,18.9,Barcelona
19.05.2017,16.8,Barcelona
20.05.2017,18.3,Barcelona
21.05.2017,18.4,Barcelona
22.05.2017,19.7,Barcelona
23.05.2017,20.5,Barcelona
24.05.2017,22.2,Barcelona
25.05.2017,22.2,Barcelona
26.05.2017,20.1,Barcelona
27.05.2017,21.1,Barcelona
28.05.2017,20.9,Barcelona
29.05.2017,21.7,Barcelona
30.05.2017,20.8,Barcelona
31.05.2017,21.1,Barcelona
01.06.2017,21.4,Barcelona
02.06.2017,21.6,Barcelona
03.06.2017,23.3,Barcelona
04.06.2017,21.1,Barcelona
05.06.2017,19.7,Barcelona
06.06.2017,21.6,Barcelona
07.06.2017,19.7,Barcelona
08.06.2017,21.5,Barcelona
09.06.2017,21.6,Barcelona
10.06.2017,22.4,Barcelona
11.06.2017,23.7,Barcelona
12.06.2017,24.6,Barcelona
13.06.2017,25.4,Barcelona
14.06.2017,25.6,Barcelona
15.06.2017,25.9,Barcelona
16.06.2017,27.5,Barcelona
17.06.2017,26.2,Barcelona
18.06.2017,25.8,Barcelona
19.06.2017,25.3,Barcelona
20.06.2017,26.1,Barcelona
21.06.2017,26.1,Barcelona
22.06.2017,26.1,Barcelona
23.06.2017,25.9,Barcelona
24.06.2017,25.6,Barcelona
25.06.2017,24.9,Barcelona
26.06.2017,26.1,Barcelona
27.06.2017,25.7,Barcelona
28.06.2017,25.2,Barcelona
29.06.2017,22.8,Barcelona
30.06.2017,22.7,Barcelona
01.07.2017,21.1,Barcelona
02.07.2017,22.1,Barcelona
03.07.2017,22.8,Barcelona
04.07.2017,23.6,Barcelona
05.07.2017,23.6,Barcelona
06.07.2017,25.1,Barcelona
07.07.2017,25.6,Barcelona
08.07.2017,26.1,Barcelona
09.07.2017,25.3,Barcelona
10.07.2017,25.3,Barcelona
11.07.2017,25.8,Barcelona
12.07.2017,26.1,Barcelona
13.07.2017,26.4,Barcelona
14.07.2017,26.1,Barcelona
15.07.2017,26.4,Barcelona
16.07.2017,26.3,Barcelona
17.07.2017,26.3,Barcelona
18.07.2017,26.3,Barcelona
19.07.2017,26.3,Barcelona
20.07.2017,26.3,Barcelona
21.07.2017,25.5,Barcelona
22.07.2017,25.7,Barcelona
23.07.2017,25.1,Barcelona
24.07.2017,24.7,Barcelona
25.07.2017,24.6,Barcelona
26.07.2017,23.8,Barcelona
27.07.2017,25.0,Barcelona
28.07.2017,26.2,Barcelona
29.07.2017,25.8,Barcelona
30.07.2017,26.4,Barcelona
31.07.2017,26.6,Barcelona
01.08.2017,26.6,Barcelona
02.08.2017,27.9,Barcelona
03.08.2017,27.9,Barcelona
